"","Channel 2 Ave. (C)","Channel 3 Ave. (C)","Channel 4 Ave. (C)"
"2021-08-29T16:25:19-07:00","31.487","31.370","31.210"
"2021-08-29T16:26:19-07:00","31.471","31.353","31.193"
"2021-08-29T16:27:19-07:00","31.455","31.337","31.177"
"2021-08-29T16:28:19-07:00","31.436","31.318","31.157"
"2021-08-29T16:29:19-07:00","31.428","31.309","31.149"
"2021-08-29T16:30:19-07:00","31.409","31.293","31.134"
"2021-08-29T16:31:19-07:00","31.390","31.274","31.115"
"2021-08-29T16:32:19-07:00","31.374","31.259","31.099"
"2021-08-29T16:33:19-07:00","31.356","31.241","31.082"
"2021-08-29T16:34:19-07:00","31.340","31.224","31.068"
"2021-08-29T16:35:19-07:00","31.327","31.211","31.056"
"2021-08-29T16:36:19-07:00","31.313","31.199","31.043"
"2021-08-29T16:37:19-07:00","31.301","31.185","31.030"
"2021-08-29T16:38:19-07:00","31.289","31.175","31.019"
"2021-08-29T16:39:19-07:00","31.270","31.154","30.999"
"2021-08-29T16:40:19-07:00","31.260","31.146","30.986"
"2021-08-29T16:41:19-07:00","31.251","31.137","30.976"
"2021-08-29T16:42:19-07:00","31.235","31.121","30.960"
"2021-08-29T16:43:19-07:00","31.222","31.107","30.945"
"2021-08-29T16:44:19-07:00","31.207","31.095","30.930"
"2021-08-29T16:45:19-07:00","31.194","31.079","30.914"
"2021-08-29T16:46:19-07:00","31.186","31.073","30.907"
"2021-08-29T16:47:19-07:00","31.174","31.060","30.892"
"2021-08-29T16:48:19-07:00","31.163","31.050","30.882"
"2021-08-29T16:49:19-07:00","31.152","31.038","30.869"
"2021-08-29T16:50:19-07:00","31.143","31.024","30.860"
"2021-08-29T16:51:19-07:00","31.113","30.994","30.836"
"2021-08-29T16:52:19-07:00","31.105","30.991","30.807"
"2021-08-29T16:53:19-07:00","31.093","30.948","30.811"
"2021-08-29T16:54:19-07:00","31.070","30.944","30.812"
