"","Channel 1 Ave. (C)","Channel 2 Ave. (C)","Channel 3 Ave. (C)","Channel 4 Ave. (C)"
"2021-08-06T15:47:07-07:00","31.606","31.533","31.315","31.159"
"2021-08-06T15:48:07-07:00","31.629","31.555","31.319","31.167"
"2021-08-06T15:49:07-07:00","31.641","31.582","31.342","31.197"
"2021-08-06T15:50:07-07:00","31.673","31.605","31.378","31.232"
"2021-08-06T15:51:07-07:00","31.700","31.609","31.419","31.261"
"2021-08-06T15:52:07-07:00","31.737","31.617","31.448","31.280"
"2021-08-06T15:53:07-07:00","31.753","31.688","31.458","31.301"
"2021-08-06T15:54:07-07:00","31.723","31.665","31.443","31.295"
"2021-08-06T15:55:07-07:00","31.715","31.657","31.440","31.284"
"2021-08-06T15:56:07-07:00","29.154","31.641","31.423","31.263"
"2021-08-06T15:57:07-07:00","31.695","31.608","31.399","31.247"
"2021-08-06T15:58:07-07:00","31.665","31.626","31.409","31.247"
"2021-08-06T15:59:07-07:00","31.732","31.654","31.432","31.275"
"2021-08-06T16:00:07-07:00","31.765","31.675","31.458","31.299"
"2021-08-06T16:01:07-07:00","31.790","31.690","31.483","31.331"
"2021-08-06T16:02:07-07:00","31.816","31.724","31.507","31.347"
"2021-08-06T16:03:07-07:00","31.840","31.753","31.534","31.374"
"2021-08-06T16:04:07-07:00","31.874","31.784","31.564","31.402"
"2021-08-06T16:05:07-07:00","31.890","31.805","31.580","31.422"
"2021-08-06T16:06:07-07:00","31.912","31.832","31.609","31.451"
"2021-08-06T16:07:07-07:00","31.935","31.850","31.637","31.479"
"2021-08-06T16:08:07-07:00","31.953","31.881","31.662","31.504"
"2021-08-06T16:09:07-07:00","31.963","31.905","31.686","31.530"
"2021-08-06T16:10:07-07:00","31.935","31.886","31.674","31.531"
"2021-08-06T16:11:07-07:00","31.942","31.840","31.670","31.518"
"2021-08-06T16:12:07-07:00","31.941","31.886","31.663","31.516"
"2021-08-06T16:13:07-07:00","31.940","31.886","31.662","31.515"
"2021-08-06T16:14:07-07:00","31.483","31.876","31.654","31.502"
"2021-08-06T16:15:07-07:00","31.336","31.834","31.618","31.465"
